real numeric gravity,real class gravity,predicted numeric gravity,predicted class gravity
58.197,3.0,54.44857074098029,3
45.7326,2.0,41.052311934661596,2
36.0346,2.0,39.027241972327865,2
35.6645,2.0,38.6818039448212,2
26.8928,2.0,25.371771044400706,2
40.8725,2.0,45.24409073605987,2
24.9528,1.0,32.04850968424184,2
34.2885,2.0,33.746041578542915,2
32.7904,2.0,30.175906193371276,2
24.891,1.0,33.02246640813623,2
42.5092,2.0,41.86857689963955,2
35.602,2.0,35.72635432527019,2
59.3518,3.0,63.14141754933447,3
26.6999,2.0,25.306949552191316,2
51.7635,3.0,47.070996939294595,2
32.5255,2.0,36.54688942822583,2
13.2676,1.0,19.945976001596723,1
33.2963,2.0,32.198009228189136,2
62.8716,3.0,60.80682388952204,3
73.7243,3.0,66.08905429224484,3
38.1117,2.0,36.05974279466515,2
32.0586,2.0,29.511665552937206,2
65.9635,3.0,67.45863336068915,3
51.736,3.0,52.73429003674477,3
42.5834,2.0,40.21586624980995,2
30.3124,2.0,31.446867645750334,2
51.1992,3.0,44.050797997577995,2
63.6874,3.0,63.6715847107438,3
42.7727,2.0,45.017095333708,2
13.3337,1.0,17.532713444930515,1
36.946,2.0,40.09863853009841,2
40.0,2.0,37.096240383723625,2
40.0,2.0,37.30633842975206,2
43.803,2.0,53.244780536788326,3
13.227,1.0,17.532403719008265,1
13.2227,1.0,18.9140888445049,1
40.0,2.0,37.30633842975206,2
13.799,1.0,27.571302689891102,2
13.2227,1.0,18.964495748026874,1
26.4743,2.0,27.597268709005785,2
24.7327,1.0,26.46827645957132,2
39.3911,2.0,37.921855879921345,2
39.0424,2.0,40.98215105633801,2
63.9598,3.0,54.4706456383395,3
40.0,2.0,38.17162956309108,2
40.6313,2.0,46.37185457700819,2
45.9374,2.0,45.20829301715569,2
30.4091,2.0,38.98184138712756,2
13.3005,1.0,19.84347221082845,1
30.0691,2.0,32.66651510806624,2
27.0164,2.0,28.920971769963057,2
38.6241,2.0,34.767885064037195,2
40.0,2.0,37.30633842975206,2
38.0589,2.0,38.94245200516618,2
20.4194,1.0,25.767933788400846,2
35.3221,2.0,35.13964414056231,2
49.2294,2.0,54.99265710227667,3
13.2767,1.0,17.53240371900826,1
13.242,1.0,17.53240371900826,1
55.4852,3.0,61.49892695239392,3
46.7048,2.0,43.700499548436355,2
49.8746,2.0,46.83933690399227,2
38.4016,2.0,36.34124378000582,2
38.6011,2.0,36.45233542636346,2
30.8436,2.0,33.13055944665442,2
66.4992,3.0,62.8829441367871,3
22.8114,1.0,28.364290213878785,2
28.8795,2.0,30.951338360537004,2
36.308,2.0,38.738177202970114,2
13.2227,1.0,18.674007899626375,1
40.0,2.0,37.30633842975206,2
34.664,2.0,34.69068755140711,2
47.4829,2.0,52.730206821969844,3
68.0939,3.0,62.05869137890474,3
13.2794,1.0,17.532403719008265,1
37.0874,2.0,35.659793942646324,2
25.0794,2.0,27.42648101458552,2
26.4497,2.0,24.773604382158048,1
13.425,1.0,21.4649199220814,1
29.9129,2.0,31.217753582841187,2
13.3731,1.0,17.532403719008265,1
13.2826,1.0,17.7662632002116,1
40.0,2.0,40.5044051102432,2
38.4844,2.0,37.799219350580834,2
13.2864,1.0,17.53240371900826,1
52.6427,3.0,47.176996979562254,2
13.3127,1.0,21.25582641410181,1
41.412,2.0,42.738172823435235,2
29.8826,2.0,29.24547148798418,2
13.2227,1.0,20.718827737865283,1
33.8983,2.0,33.22262292470976,2
53.4373,3.0,48.276790624696865,2
64.4313,3.0,59.11583535220909,3
39.2667,2.0,36.8512236070561,2
18.3649,1.0,22.376281901079288,1
69.6331,3.0,63.90531611331266,3
62.3716,3.0,61.65365773204031,3
38.3861,2.0,38.53861669172477,2
37.1645,2.0,37.912990219123074,2
24.092,1.0,23.65349556780233,1
39.0943,2.0,39.783561162483636,2
40.0,2.0,38.353629109596746,2
23.8905,1.0,24.151741244920675,1
13.3424,1.0,20.745736618068076,1
13.2227,1.0,18.495592648417507,1
68.3086,3.0,63.33553992691067,3
58.7327,3.0,52.61480278290748,3
36.6854,2.0,36.28622269795111,2
43.53,2.0,43.48344565329367,2
40.4511,2.0,46.15991688803064,2
27.8329,2.0,33.060197036212344,2
29.4302,2.0,31.610916646558316,2
68.0847,3.0,64.7645109363853,3
51.3868,3.0,53.092690917593714,3
49.2457,2.0,50.45121441075654,3
47.5064,2.0,46.22080643193506,2
51.2648,3.0,52.72978157163771,3
54.4904,3.0,53.71834865151497,3
39.6795,2.0,37.30633842975207,2
43.3459,2.0,43.33104094410648,2
46.3409,2.0,42.010478334553916,2
39.8956,2.0,46.00483572486376,2
13.347,1.0,22.087903681052648,1
37.5531,2.0,38.5649840164773,2
40.2242,2.0,42.66073406253222,2
35.9043,2.0,35.82756900393705,2
63.2926,3.0,60.6955550539137,3
27.3276,2.0,37.34689998122469,2
53.0596,3.0,52.28114458502223,3
68.1055,3.0,62.32992961675276,3
42.4843,2.0,43.40047560615745,2
34.8738,2.0,35.5672989520151,2
34.2401,2.0,34.53879597771839,2
40.8373,2.0,39.58378047983454,2
55.3385,3.0,50.72982796511119,3
43.4837,2.0,43.09926907127066,2
57.7004,3.0,59.993312676541265,3
50.0575,3.0,51.254567862816685,3
55.7505,3.0,53.404675504924064,3
13.2869,1.0,17.532403719008265,1
47.6132,2.0,58.185129432219696,3
13.2227,1.0,17.532403719008265,1
38.766,2.0,39.77866478781316,2
68.1049,3.0,65.0074530037684,3
47.9366,2.0,44.555461123203116,2
26.5546,2.0,36.582081196895,2
13.2227,1.0,20.906504034828952,1
34.6175,2.0,35.36733545426356,2
29.7403,2.0,36.71189948469213,2
30.3423,2.0,37.83213535600339,2
13.2574,1.0,17.532403719008265,1
35.0523,2.0,34.92075788750589,2
55.8832,3.0,52.97849108048637,3
13.4125,1.0,22.19669144332454,1
38.4212,2.0,35.90234717723188,2
13.2227,1.0,17.532403719008265,1
40.0,2.0,37.755385483353486,2
36.7364,2.0,41.91704354859927,2
24.884,1.0,24.050572203426896,1
23.9147,1.0,33.048811057198314,2
54.7222,3.0,54.57982169335484,3
13.2569,1.0,20.06824451591607,1
13.2227,1.0,20.570361945241103,1
26.0478,2.0,26.653785094158764,2
68.3012,3.0,60.01590741599498,3
39.0322,2.0,38.04400879619373,2
55.3272,3.0,54.104691674622536,3
13.2519,1.0,21.032895435010023,1
14.9022,1.0,22.556014916553973,1
37.5118,2.0,35.221981468538836,2
24.4401,1.0,29.76374859245578,2
55.7886,3.0,55.38841907951582,3
39.9256,2.0,35.52405707620118,2
30.5683,2.0,33.188863042250325,2
34.4071,2.0,38.98183439907491,2
68.3031,3.0,61.096446697410016,3
57.4771,3.0,62.80705416465733,3
54.6081,3.0,52.90673054423577,3
24.2716,1.0,29.915810588901184,2
25.0327,2.0,24.562294264185923,1
57.186,3.0,60.4229913823095,3
22.1866,1.0,31.5939585045579,2
23.5042,1.0,26.16113027724891,2
13.2227,1.0,22.36261317890022,1
14.1478,1.0,21.71155398562947,1
16.094,1.0,23.964056744169127,1
63.2285,3.0,66.08073710983864,3
42.0606,2.0,41.635415826792084,2
68.301,3.0,66.10185288231177,3
57.8245,3.0,57.26180838163692,3
66.9308,3.0,60.539537764684766,3
48.254,2.0,50.345714247655316,3
29.3264,2.0,30.49156433601603,2
26.6173,2.0,25.681069326739607,2
13.2227,1.0,18.674200094003563,1
68.3333,3.0,67.3704415772565,3
42.0388,2.0,47.25464470458431,2
51.6436,3.0,55.03439950542029,3
22.501,1.0,28.499777071486747,2
34.4203,2.0,32.532047330417114,2
43.6112,2.0,43.83426445661895,2
44.2395,2.0,40.77321602885236,2
34.4511,2.0,36.27284350203986,2
13.4385,1.0,26.84553091609952,2
64.1667,3.0,60.82976718551706,3
36.6412,2.0,35.11238972365044,2
13.245,1.0,17.532403719008265,1
13.5763,1.0,22.71502125720217,1
22.1574,1.0,31.70311434779457,2
71.6666,3.0,66.15683960301409,3
40.0,2.0,37.818871062486664,2
49.381,2.0,46.53265278816295,2
46.7012,2.0,56.25105961186084,3
38.362,2.0,40.659419550339635,2
58.189,3.0,59.161270750926185,3
13.2227,1.0,19.188509256054544,1
37.8702,2.0,37.92519471651551,2
23.9303,1.0,27.251798709666538,2
42.4105,2.0,44.18069323478328,2
40.2403,2.0,37.30633842975206,2
71.7011,3.0,64.37827676644932,3
13.2468,1.0,17.532403719008265,1
22.0435,1.0,23.55095688741825,1
47.3789,2.0,43.39249279257462,2
55.9125,3.0,55.18664426247158,3
13.2227,1.0,20.132894725337675,1
13.2844,1.0,17.532403719008265,1
31.6607,2.0,33.38057368402086,2
22.9954,1.0,30.58256130536712,2
39.0051,2.0,40.66098097568301,2
30.513,2.0,33.16534259272388,2
33.7634,2.0,34.65254177821416,2
62.9925,3.0,62.29946645340069,3
37.8741,2.0,36.30368473742808,2
13.2227,1.0,19.877847864274152,1
56.3608,3.0,53.128139862746835,3
39.6685,2.0,40.61710947271135,2
30.4134,2.0,40.26342660755636,2
40.0,2.0,35.734439901099115,2
39.209,2.0,46.95697611022813,2
47.6821,2.0,42.31220961962317,2
37.1289,2.0,45.12615870169962,2
64.3756,3.0,59.953249961980646,3
24.7401,1.0,23.972851109682452,1
47.2021,2.0,49.54232495840064,2
38.0444,2.0,40.5174293553788,2
46.9588,2.0,45.2416281213543,2
40.0,2.0,39.65483214209201,2
43.2395,2.0,41.603289492647576,2
66.3546,3.0,65.01115453507911,3
13.2644,1.0,22.43834101505113,1
24.8764,1.0,28.900219797327843,2
36.4173,2.0,30.95981247937685,2
18.4883,1.0,23.056009447889586,1
37.5079,2.0,38.19426290901866,2
35.057,2.0,34.982872205548766,2
53.3296,3.0,49.3796489217082,2
36.2069,2.0,35.67280749677997,2
35.176,2.0,39.70925817643664,2
55.7751,3.0,54.79766115970564,3
13.865,1.0,24.57339164436308,1
34.5701,2.0,40.97406765562019,2
31.424,2.0,30.23274498354155,2
13.5079,1.0,26.0366906413008,2
47.0655,2.0,45.74149249055156,2
55.1501,3.0,52.74817268150586,3
54.9082,3.0,56.16319108521868,3
13.2227,1.0,17.53240371900827,1
13.3887,1.0,23.108888321942388,1
47.0218,2.0,47.98617966510063,2
68.3019,3.0,58.7608058206506,3
25.2583,2.0,30.051360667906398,2
13.2396,1.0,17.574989681579826,1
68.3086,3.0,69.45816039419444,3
49.114,2.0,51.34783611697399,3
68.3086,3.0,61.64785281005942,3
49.5068,2.0,56.57378001988388,3
68.2801,3.0,61.21953321274579,3
56.9992,3.0,57.3949092808882,3
24.9927,1.0,25.23969008322261,2
27.666,2.0,33.95948233056344,2
49.6457,2.0,51.210378744575095,3
33.5156,2.0,34.60596670603638,2
39.0242,2.0,38.46312486452734,2
23.9397,1.0,25.881658051811144,2
13.2479,1.0,17.53240371900826,1
28.9177,2.0,35.11855809009513,2
68.3086,3.0,67.03374011604758,3
60.8998,3.0,60.98530153270957,3
38.7906,2.0,42.59283487429511,2
68.3057,3.0,68.40949126708432,3
43.6471,2.0,43.20978157087686,2
23.9256,1.0,29.2963301440145,2
55.2527,3.0,59.62740658909601,3
59.4481,3.0,62.59476961949838,3
28.6762,2.0,29.325873492134996,2
26.7838,2.0,26.671856885345477,2
26.864,2.0,30.51365185930808,2
13.2227,1.0,17.532403719008265,1
34.8394,2.0,34.533007291949836,2
61.7525,3.0,56.15251228368495,3
13.36,1.0,17.69123940451759,1
13.4605,1.0,24.107581123810018,1
49.0345,2.0,44.367508098781805,2
40.0,2.0,36.760879198684094,2
46.4243,2.0,53.90247770079582,3
41.7968,2.0,43.18828377959214,2
36.0157,2.0,34.77440072602161,2
29.1378,2.0,31.446129690391032,2
42.0393,2.0,40.9435831050198,2
13.5341,1.0,27.04533210879498,2
24.0759,1.0,26.97876936901038,2
34.1579,2.0,35.38009154709879,2
40.0,2.0,37.5628341714347,2
41.3489,2.0,43.22052171818761,2
67.9993,3.0,63.11683253949034,3
66.4949,3.0,63.6715847107438,3
13.2227,1.0,20.384713692974522,1
51.7644,3.0,53.00771129838048,3
54.4116,3.0,55.75916146270963,3
41.0182,2.0,44.35528727529668,2
13.2227,1.0,22.627572534424882,1
24.2317,1.0,28.401127097121925,2
18.4006,1.0,26.019374522766306,2
13.719,1.0,24.386250480183733,1
41.3415,2.0,40.77381445608858,2
24.9869,1.0,27.20553342674862,2
32.5778,2.0,35.71283107902107,2
13.2227,1.0,23.061858549298012,1
63.4327,3.0,58.80762158304714,3
13.3335,1.0,17.532403719008265,1
45.5328,2.0,35.43622734768231,2
34.0401,2.0,33.90188434654585,2
49.8815,2.0,44.1336089694237,2
13.2305,1.0,19.791559180044672,1
34.1527,2.0,34.24209421225912,2
24.6646,1.0,27.50912521532481,2
36.8875,2.0,37.82714993660258,2
35.4674,2.0,41.96357661962454,2
31.236,2.0,32.36070980230331,2
19.9964,1.0,32.4478810229609,2
34.4728,2.0,38.16755381522811,2
13.2427,1.0,17.63754813206844,1
38.8221,2.0,35.989185367594196,2
27.3,2.0,28.115479482820533,2
24.2574,1.0,27.409372406970952,2
29.4205,2.0,32.12608555047761,2
46.5823,2.0,45.974484967635,2
47.3789,2.0,55.01919774908218,3
13.2227,1.0,20.25968717450364,1
49.0337,2.0,50.36335194744759,3
54.1751,3.0,57.110025861067975,3
36.9159,2.0,40.898130887923294,2
57.0377,3.0,58.34115952132155,3
44.6445,2.0,42.84098769633165,2
34.644,2.0,34.29192015941318,2
13.3046,1.0,20.691465737736507,1
14.9077,1.0,22.86919271647754,1
40.0,2.0,37.30633842975206,2
58.0977,3.0,56.98193300953733,3
38.0039,2.0,37.24128333249579,2
40.0,2.0,36.94299095434938,2
52.768,3.0,48.37641667157444,2
13.2308,1.0,17.532403719008265,1
40.203,2.0,43.77865244522699,2
36.1998,2.0,37.30633842975206,2
38.2227,2.0,35.44418997035934,2
72.3587,3.0,62.02307462282953,3
46.521,2.0,44.85836016674726,2
35.0021,2.0,36.006352010949556,2
13.2227,1.0,31.116056624163697,2
27.4096,2.0,26.02400513315043,2
13.8098,1.0,24.34840568238229,1
68.3047,3.0,68.01033396326908,3
35.2419,2.0,33.99301505570865,2
34.536,2.0,36.04789287084155,2
26.5327,2.0,25.417655015872388,2
23.6566,1.0,25.223332880266216,2
46.2064,2.0,53.96226802700624,3
49.4145,2.0,52.07953370860981,3
68.2149,3.0,59.119996524684645,3
35.4764,2.0,37.43747092480928,2
23.7997,1.0,23.309762945786268,1
36.0876,2.0,37.85430688612383,2
46.8314,2.0,45.07569621340093,2
45.045,2.0,43.870525986946724,2
